timestamp,vm_id,avg cpu
0,MS_34131_POD_11,0.06687916666676755
300,MS_34131_POD_11,0.06422187499993012
600,MS_34131_POD_11,0.06131562500008534
900,MS_34131_POD_11,0.05998958333317807
1200,MS_34131_POD_11,0.0562156249999922
1500,MS_34131_POD_11,0.055057291666744224
1800,MS_34131_POD_11,0.05306354166668216
2100,MS_34131_POD_11,0.05025520833325566
2400,MS_34131_POD_11,0.0485135416667132
2700,MS_34131_POD_11,0.047434375000108595
3000,MS_34131_POD_11,0.045699999999875764
3300,MS_34131_POD_11,0.0447000000001086
3600,MS_34131_POD_11,0.04153229166656574
3900,MS_34131_POD_11,0.04133541666669768
4200,MS_34131_POD_11,0.0391468750000543
4500,MS_34131_POD_11,0.039033333333209116
4800,MS_34131_POD_11,0.03764687500001548
5100,MS_34131_POD_11,0.03614270833340312
5400,MS_34131_POD_11,0.034458333333410904
5700,MS_34131_POD_11,0.03508333333321684
6000,MS_34131_POD_11,0.03328854166669766
6300,MS_34131_POD_11,0.03310312499990682
6600,MS_34131_POD_11,0.03223333333347298
6900,MS_34131_POD_11,0.030537500000015476
7200,MS_34131_POD_11,0.030249999999844717
7500,MS_34131_POD_11,0.030244791666821858
7800,MS_34131_POD_11,0.02933645833322464
8100,MS_34131_POD_11,0.02872708333345746
8400,MS_34131_POD_11,0.02799166666654242
8700,MS_34131_POD_11,0.027521875000093076
9000,MS_34131_POD_11,0.027351041666697662
9300,MS_34131_POD_11,0.02618020833334106
9600,MS_34131_POD_11,0.025766666666604543
9900,MS_34131_POD_11,0.02609791666657348
10200,MS_34131_POD_11,0.02625312500012412
10500,MS_34131_POD_11,0.02494166666661232
10800,MS_34131_POD_11,0.02480416666658122
11100,MS_34131_POD_11,0.025133333333457443
11400,MS_34131_POD_11,0.0248552083332712
11700,MS_34131_POD_11,0.02472187500000772
12000,MS_34131_POD_11,0.02461354166676752
12300,MS_34131_POD_11,0.02451145833319358
12600,MS_34131_POD_11,0.02494166666680632
12900,MS_34131_POD_11,0.02540833333332554
13200,MS_34131_POD_11,0.02446770833320134
13500,MS_34131_POD_11,0.024800000000007722
13800,MS_34131_POD_11,0.02532291666662782
14100,MS_34131_POD_11,0.02587604166668216
14400,MS_34131_POD_11,0.02591770833338764
14700,MS_34131_POD_11,0.026729166666627842
15000,MS_34131_POD_11,0.02818749999996114
15300,MS_34131_POD_11,0.02801041666670544
15600,MS_34131_POD_11,0.02914999999998444
15900,MS_34131_POD_11,0.029695833333341037
16200,MS_34131_POD_11,0.03023645833348072
16500,MS_34131_POD_11,0.03168958333320908
16800,MS_34131_POD_11,0.03294583333345746
17100,MS_34131_POD_11,0.0343999999998292
17400,MS_34131_POD_11,0.036975000000093086
17700,MS_34131_POD_11,0.03841458333326346
18000,MS_34131_POD_11,0.041386458333387624
18300,MS_34131_POD_11,0.04463645833331002
18600,MS_34131_POD_11,0.047746875000108616
18900,MS_34131_POD_11,0.05066874999999216
19200,MS_34131_POD_11,0.053126041666643364
19500,MS_34131_POD_11,0.05772500000001548
19800,MS_34131_POD_11,0.06257708333335657
20100,MS_34131_POD_11,0.06825624999997668
20400,MS_34131_POD_11,0.07263854166667436
20700,MS_34131_POD_11,0.07715416666663556
21000,MS_34131_POD_11,0.08540312499991458
21300,MS_34131_POD_11,0.09095208333339536
21600,MS_34131_POD_11,0.10281458333328675
21900,MS_34131_POD_11,0.11237500000007757
22200,MS_34131_POD_11,0.12214166666652693
22500,MS_34131_POD_11,0.13173958333344973
22800,MS_34131_POD_11,0.14080416666673648
23100,MS_34131_POD_11,0.15331354166652694
23400,MS_34131_POD_11,0.16498645833344194
23700,MS_34131_POD_11,0.17591875000003104
24000,MS_34131_POD_11,0.1852552083332557
24300,MS_34131_POD_11,0.19436354166672876
24600,MS_34131_POD_11,0.20892604166661227
24900,MS_34131_POD_11,0.2210374999998991
25200,MS_34131_POD_11,0.23547604166669772
25500,MS_34131_POD_11,0.2490291666666356
25800,MS_34131_POD_11,0.2590500000000853
26100,MS_34131_POD_11,0.2700177083333256
26400,MS_34131_POD_11,0.28020312499992234
26700,MS_34131_POD_11,0.28970208333339537
27000,MS_34131_POD_11,0.3009802083333488
27300,MS_34131_POD_11,0.3099520833332402
27600,MS_34131_POD_11,0.31692500000004653
27900,MS_34131_POD_11,0.32315729166672097
28200,MS_34131_POD_11,0.32911145833340316
28500,MS_34131_POD_11,0.3332885416665037
28800,MS_34131_POD_11,0.3386666666667831
29100,MS_34131_POD_11,0.34198958333329454
29400,MS_34131_POD_11,0.3461614583333721
29700,MS_34131_POD_11,0.3466197916665502
30000,MS_34131_POD_11,0.34556041666675197
30300,MS_34131_POD_11,0.34898020833342647
30600,MS_34131_POD_11,0.35002291666654245
30900,MS_34131_POD_11,0.3495156249999612
31200,MS_34131_POD_11,0.3484416666667675
31500,MS_34131_POD_11,0.3495624999998836
