timestamp,vm_id,avg cpu
0,MS_32671_POD_1,0.12406666666667052
300,MS_32671_POD_1,0.06581250000002904
600,MS_32671_POD_1,0.08084999999996693
900,MS_32671_POD_1,0.06640833333333522
1200,MS_32671_POD_1,0.07018750000002906
1500,MS_32671_POD_1,0.08299166666663946
1800,MS_32671_POD_1,0.07001666666668213
2100,MS_32671_POD_1,0.07656249999999995
2400,MS_32671_POD_1,0.06740000000000382
2700,MS_32671_POD_1,0.03877083333330418
3000,MS_32671_POD_1,0.03903333333335466
3300,MS_32671_POD_1,0.0362916666666569
3600,MS_32671_POD_1,0.04046249999999412
3900,MS_32671_POD_1,0.03970416666668214
4200,MS_32671_POD_1,0.037720833333344916
4500,MS_32671_POD_1,0.03761249999995922
4800,MS_32671_POD_1,0.03774166666669766
5100,MS_32671_POD_1,0.03768333333331
5400,MS_32671_POD_1,0.0379041666667035
5700,MS_32671_POD_1,0.03759999999999608
6000,MS_32671_POD_1,0.03673333333329836
6300,MS_32671_POD_1,0.03727500000003292
6600,MS_32671_POD_1,0.0804666666666647
6900,MS_32671_POD_1,0.03564166666663364
7200,MS_32671_POD_1,0.050904166666684104
7500,MS_32671_POD_1,0.04155416666665886
7800,MS_32671_POD_1,0.03701666666665304
8100,MS_32671_POD_1,0.036629166666680216
8400,MS_32671_POD_1,0.03689583333335268
8700,MS_32671_POD_1,0.036541666666647224
9000,MS_32671_POD_1,0.03673333333334688
9300,MS_32671_POD_1,0.036637499999972775
9600,MS_32671_POD_1,0.03678750000001546
9900,MS_32671_POD_1,0.036604166666656904
10200,MS_32671_POD_1,0.03690000000002324
10500,MS_32671_POD_1,0.03526666666667244
10800,MS_32671_POD_1,0.03571249999998446
11100,MS_32671_POD_1,0.035233333333356584
11400,MS_32671_POD_1,0.03581666666665108
11700,MS_32671_POD_1,0.035800000000017415
12000,MS_32671_POD_1,0.03581249999998054
12300,MS_32671_POD_1,0.03549999999998056
12600,MS_32671_POD_1,0.03569583333335076
12900,MS_32671_POD_1,0.03513749999998248
13200,MS_32671_POD_1,0.03632083333335074
13500,MS_32671_POD_1,0.03578333333333522
13800,MS_32671_POD_1,0.03600416666668018
14100,MS_32671_POD_1,0.03422500000000578
14400,MS_32671_POD_1,0.03829999999996888
14700,MS_32671_POD_1,0.0438791666666899
15000,MS_32671_POD_1,0.042975000000005745
15300,MS_32671_POD_1,0.046362499999959214
15600,MS_32671_POD_1,0.013400000000013502
15900,MS_32671_POD_1,0.01150833333333132
16200,MS_32671_POD_1,0.0098791666666996
16500,MS_32671_POD_1,0.009866666666639459
16800,MS_32671_POD_1,0.00910833333332748
17100,MS_32671_POD_1,0.011329166666691839
17400,MS_32671_POD_1,0.056412500000005784
17700,MS_32671_POD_1,0.012191666666622001
18000,MS_32671_POD_1,0.02167916666667826
18300,MS_32671_POD_1,0.013195833333350782
18600,MS_32671_POD_1,0.01129583333332746
18900,MS_32671_POD_1,0.011024999999984419
19200,MS_32671_POD_1,0.01124999999999996
19500,MS_32671_POD_1,0.01161666666666856
19800,MS_32671_POD_1,0.01182916666667244
20100,MS_32671_POD_1,0.01164999999998442
20400,MS_32671_POD_1,0.0107291666666666
20700,MS_32671_POD_1,0.01147916666668602
21000,MS_32671_POD_1,0.012687499999980539
21300,MS_32671_POD_1,0.0116666666666666
21600,MS_32671_POD_1,0.01551250000004072
21900,MS_32671_POD_1,0.02043749999997084
22200,MS_32671_POD_1,0.01110416666667632
22500,MS_32671_POD_1,0.01182916666667244
22800,MS_32671_POD_1,0.0118875000000116
23100,MS_32671_POD_1,0.01224999999996116
23400,MS_32671_POD_1,0.01344583333334104
23700,MS_32671_POD_1,0.01195416666669186
24000,MS_32671_POD_1,0.01148333333330806
24300,MS_32671_POD_1,0.0116916666666899
24600,MS_32671_POD_1,0.0123624999999689
24900,MS_32671_POD_1,0.01214166666667244
25200,MS_32671_POD_1,0.0152541666666608
25500,MS_32671_POD_1,0.014362500000036822
25800,MS_32671_POD_1,0.01277499999996502
26100,MS_32671_POD_1,0.00986250000001742
26400,MS_32671_POD_1,0.0095041666666899
26700,MS_32671_POD_1,0.00987499999998054
27000,MS_32671_POD_1,0.039741666666668556
27300,MS_32671_POD_1,0.01243333333331972
27600,MS_32671_POD_1,0.01217083333336626
27900,MS_32671_POD_1,0.01165833333337402
28200,MS_32671_POD_1,0.012975000000005779
28500,MS_32671_POD_1,0.01187916666662198
28800,MS_32671_POD_1,0.10885000000004459
29100,MS_32671_POD_1,0.023358333333308078
29400,MS_32671_POD_1,0.01729583333333718
29700,MS_32671_POD_1,0.01363749999999218
30000,MS_32671_POD_1,0.0133333333333333
30300,MS_32671_POD_1,0.01260416666666662
30600,MS_32671_POD_1,0.012512500000011601
30900,MS_32671_POD_1,0.012979166666676301
31200,MS_32671_POD_1,0.01305833333331972
31500,MS_32671_POD_1,0.012683333333309978
31800,MS_32671_POD_1,0.013262500000031019
32100,MS_32671_POD_1,0.01228749999999606
32400,MS_32671_POD_1,0.014025000000013521
32700,MS_32671_POD_1,0.01321666666665498
33000,MS_32671_POD_1,0.01372083333330612
33300,MS_32671_POD_1,0.01380416666666856
33600,MS_32671_POD_1,0.013104166666695722
33900,MS_32671_POD_1,0.012599999999996059
34200,MS_32671_POD_1,0.013637499999992201
34500,MS_32671_POD_1,0.01379583333332746
34800,MS_32671_POD_1,0.01367083333335658
35100,MS_32671_POD_1,0.0136833333333197
35400,MS_32671_POD_1,0.014075000000011582
35700,MS_32671_POD_1,0.012599999999996081
36000,MS_32671_POD_1,0.019962499999965022
36300,MS_32671_POD_1,0.02479583333333718
36600,MS_32671_POD_1,0.01590416666668406
36900,MS_32671_POD_1,0.013958333333333281
37200,MS_32671_POD_1,0.014433333333339099
37500,MS_32671_POD_1,0.014729166666656902
37800,MS_32671_POD_1,0.015745833333348818
38100,MS_32671_POD_1,0.014662499999976661
38400,MS_32671_POD_1,0.013812500000009659
38700,MS_32671_POD_1,0.015162500000005779
39000,MS_32671_POD_1,0.07413750000002131
39300,MS_32671_POD_1,0.013824999999972781
39600,MS_32671_POD_1,0.12021666666667438
39900,MS_32671_POD_1,0.05972083333331583
40200,MS_32671_POD_1,0.08166249999999609
40500,MS_32671_POD_1,0.05374166666670736
40800,MS_32671_POD_1,0.038358333333308056
41100,MS_32671_POD_1,0.0356124999999883
41400,MS_32671_POD_1,0.03882916666669184
41700,MS_32671_POD_1,0.040866666666649176
42000,MS_32671_POD_1,0.038520833333362405
42300,MS_32671_POD_1,0.04984583333328672
42600,MS_32671_POD_1,0.05785416666670544
42900,MS_32671_POD_1,0.04722916666665692
43200,MS_32671_POD_1,0.1489125000000058
43500,MS_32671_POD_1,0.06163749999997278
43800,MS_32671_POD_1,0.05438333333334107
44100,MS_32671_POD_1,0.0463791666666899
44400,MS_32671_POD_1,0.05300416666665109
44700,MS_32671_POD_1,0.05928333333334492
45000,MS_32671_POD_1,0.062341666666664665
45300,MS_32671_POD_1,0.07018333333331
45600,MS_32671_POD_1,0.08324583333334881
45900,MS_32671_POD_1,0.023887499999982457
46200,MS_32671_POD_1,0.0141916666666899
46500,MS_32671_POD_1,0.01271666666667438
46800,MS_32671_POD_1,0.10413749999997277
47100,MS_32671_POD_1,0.12222916666665692
47400,MS_32671_POD_1,0.08914583333336239
47700,MS_32671_POD_1,0.09401666666667244
48000,MS_32671_POD_1,0.08064166666663364
48300,MS_32671_POD_1,0.08257083333335076
48600,MS_32671_POD_1,0.08572083333332552
48900,MS_32671_POD_1,0.07495000000000192
49200,MS_32671_POD_1,0.09385833333333718
49500,MS_32671_POD_1,0.06984166666666468
49800,MS_32671_POD_1,0.09065416666669378
50100,MS_32671_POD_1,0.08943749999996116
50400,MS_32671_POD_1,0.09148750000002712
50700,MS_32671_POD_1,0.08787916666668019
51000,MS_32671_POD_1,0.05372083333330614
51300,MS_32671_POD_1,0.05285416666665692
51600,MS_32671_POD_1,0.06392083333334686
51900,MS_32671_POD_1,0.07358749999999412
52200,MS_32671_POD_1,0.05225000000000966
52500,MS_32671_POD_1,0.02208750000000384
52800,MS_32671_POD_1,0.01203333333333524
53100,MS_32671_POD_1,0.0121916666666705
53400,MS_32671_POD_1,0.0130583333333197
53700,MS_32671_POD_1,0.01219583333334104
54000,MS_32671_POD_1,0.11653333333330614
54300,MS_32671_POD_1,0.05757083333335076
54600,MS_32671_POD_1,0.05639583333332358
54900,MS_32671_POD_1,0.05221250000002324
55200,MS_32671_POD_1,0.03643749999998056
55500,MS_32671_POD_1,0.03442499999999802
55800,MS_32671_POD_1,0.03773333333335656
56100,MS_32671_POD_1,0.03628333333331582
56400,MS_32671_POD_1,0.03629583333332748
56700,MS_32671_POD_1,0.04890833333333524
57000,MS_32671_POD_1,0.05785416666665695
57300,MS_32671_POD_1,0.0429124999999961
57600,MS_32671_POD_1,0.048429166666707366
57900,MS_32671_POD_1,0.02467083333331776
58200,MS_32671_POD_1,0.014783333333325521
58500,MS_32671_POD_1,0.0128708333333391
58800,MS_32671_POD_1,0.01213750000000188
59100,MS_32671_POD_1,0.0124333333333197
59400,MS_32671_POD_1,0.013066666666660781
59700,MS_32671_POD_1,0.01292916666667826
60000,MS_32671_POD_1,0.012683333333358521
60300,MS_32671_POD_1,0.01283749999997472
60600,MS_32671_POD_1,0.06562499999999996
60900,MS_32671_POD_1,0.01324583333334882
61200,MS_32671_POD_1,0.1883583333333081
61500,MS_32671_POD_1,0.11712499999999024
61800,MS_32671_POD_1,0.09776250000000189
