timestamp,vm_id,min cpu,max cpu,avg cpu
0,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.944154689332148,6.894969089975603,4.176146860534902
300,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.908458873388447,4.830448814784927,3.4855485645007973
600,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.9381152378552446,11.3674121955651,7.038428704210262
900,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.294451322816456,8.801652239909377,5.1267634253770815
1200,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.859648061304964,6.615823053428013,4.336981081911862
1500,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.869683927416,5.477236326873953,3.936378032407552
1800,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.6117517855096937,5.96506874456587,3.705568094206648
2100,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.681262352385936,8.618531022477196,5.152301146351964
2400,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.847197565030024,7.3151773047848705,4.146081304660858
2700,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.5358382750552337,6.482811694783706,3.593763251112153
3000,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.9301163732521704,6.935724738116644,3.957554458892077
3300,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.911516988624983,5.7252757213440235,3.7388625677075673
3600,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.659639219555119,6.671977745533584,3.804781475945456
3900,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.7816928521128568,5.729318582612476,3.61190130690706
4200,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.6825835901169186,7.54195917365923,4.153810126397462
4500,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.638388699835728,5.354526608807953,3.315567454818296
4800,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.9344953385466983,6.737785921834429,3.9169411525555486
5100,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.9223649528890845,5.545724870599753,3.960831199841956
5400,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.7015793811304563,7.213776161848749,4.1595632924898185
5700,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.098599564362958,6.21794016771564,3.9524185804691374
6000,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.1126400417900775,8.752233271965048,5.381027180101703
6300,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.7859334811064618,6.0405103541417375,3.888942864120275
6600,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.838115318334396,6.839383773811825,3.9814768498371778
6900,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.0033349366929603,5.141186320122119,3.9305649878196944
7200,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.723009603020212,7.980629482491856,4.029173152161677
7500,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.079365270638552,5.110700805669863,3.7810817921009887
7800,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.0165982181333963,7.069959892322859,4.328828695661456
8100,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.815322740313417,4.393997462692507,3.3452235108574127
8400,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.594476337306902,6.736481958086958,4.097787020947688
8700,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.935833213307264,5.203449481832582,3.739960054581751
9000,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,3.045775034833268,10.246886236021732,4.596091809530624
9300,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.6049653789809897,5.0964913808252055,3.502100540535245
9600,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.69051720568646,9.943577974556488,5.603957524374756
9900,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.643665794701027,6.812375403623194,3.903078152506272
10200,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.7869367146892587,7.096161082892756,4.109782221107314
10500,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.8557678844411067,5.482079478214647,3.883374328494404
10800,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.90153285620412,6.878808945868348,3.74369418579559
11100,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.6795107658910235,5.514110795368959,3.3907736951000693
11400,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.6728444931873767,8.065202687258918,4.7486247747232575
11700,WJ3tGObFv2PGf5pS+7+Hk6g83xwdE+SaPF6xEOo72E3iVjMtulv0BwKNe0aupaG6,2.846053277346471,5.829119177757045,3.647070628428972
